timestamp;evento;preavviso;finestra;richiesta_kw;MI_baseline_kw;MI_pod_kw;MI_flex_kw;MI_leva_spaziale_kw;MI_leva_differimento_kw;MI_leva_clima_kw;MI_rapporto;RM_baseline_kw;RM_pod_kw;RM_ricevuto_kw;NA_pod_kw;N4_pod_kw
2026-06-17T03:45;;0;0;0.0;224.2;225.0;-0.8;0.0;0.0;0.0;;176.0;174.7;0.0;136.9;112.9
2026-06-17T04:00;;0;0;0.0;224.4;224.8;-0.4;0.0;0.0;0.0;;176.3;175.0;0.0;137.3;113.1
2026-06-17T04:15;;0;0;0.0;224.6;224.8;-0.1;0.0;0.0;0.0;;176.7;175.7;0.0;137.5;113.4
2026-06-17T04:30;;0;0;0.0;225.1;225.1;-0.0;0.0;0.0;0.0;;177.2;176.8;0.0;137.5;113.7
2026-06-17T04:45;;0;0;0.0;225.7;225.7;-0.0;0.0;0.0;0.0;;177.9;178.1;0.0;137.5;114.0
2026-06-17T05:00;;0;0;0.0;226.5;226.5;-0.1;0.0;0.0;0.0;;178.7;179.2;0.0;138.0;114.3
2026-06-17T05:15;;0;0;0.0;227.4;227.5;-0.1;0.0;0.0;0.0;;179.6;180.1;0.0;139.0;114.6
2026-06-17T05:30;;0;0;0.0;228.5;228.9;-0.3;0.0;0.0;0.0;;180.5;180.9;0.0;140.3;115.0
2026-06-17T05:45;;0;0;0.0;229.8;230.5;-0.7;0.0;0.0;0.0;;181.5;181.7;0.0;141.7;115.3
2026-06-17T06:00;;0;0;0.0;231.3;232.6;-1.3;0.0;0.0;0.0;;182.5;182.6;0.0;142.7;115.5
2026-06-17T06:15;;0;0;0.0;232.9;234.8;-1.9;0.0;0.0;0.0;;183.6;183.5;0.0;143.6;115.7
2026-06-17T06:30;;0;0;0.0;234.6;236.8;-2.2;0.0;0.0;0.0;;184.7;184.5;0.0;144.5;116.2
2026-06-17T06:45;;0;0;0.0;236.4;238.5;-2.1;0.0;0.0;0.0;;185.9;185.7;0.0;145.5;116.8
2026-06-17T07:00;;0;0;0.0;238.3;239.9;-1.5;0.0;0.0;0.0;;187.2;187.0;0.0;146.7;117.6
2026-06-17T07:15;;0;0;0.0;240.4;241.2;-0.8;0.0;0.0;0.0;;188.5;188.2;0.0;147.9;118.4
2026-06-17T07:30;;0;0;0.0;242.4;242.6;-0.2;0.0;0.0;0.0;;189.9;189.4;0.0;149.0;119.1
2026-06-17T07:45;;0;0;0.0;244.5;244.2;0.4;0.0;0.0;0.0;;191.3;190.8;0.0;149.7;119.7
2026-06-17T08:00;;0;0;0.0;246.6;245.9;0.8;0.0;0.0;0.0;;192.8;192.6;0.0;150.0;120.3
2026-06-17T08:15;;0;0;0.0;248.8;247.8;1.0;0.0;0.0;0.0;;194.3;194.7;0.0;150.1;120.9
2026-06-17T08:30;;0;0;0.0;250.9;250.0;0.8;0.0;0.0;0.0;;195.9;196.8;0.0;150.4;121.6
2026-06-17T08:45;;0;0;0.0;252.9;252.7;0.2;0.0;0.0;0.0;;197.5;198.7;0.0;151.1;122.4
2026-06-17T09:00;;0;0;0.0;254.9;255.5;-0.6;0.0;0.0;0.0;;199.1;200.3;0.0;152.2;123.0
2026-06-17T09:15;;0;0;0.0;256.8;258.2;-1.4;0.0;0.0;0.0;;200.7;201.8;0.0;153.5;123.7
2026-06-17T09:30;;0;0;0.0;258.6;260.5;-1.9;0.0;0.0;0.0;;202.3;203.1;0.0;154.5;124.5
2026-06-17T09:45;;0;0;0.0;260.4;262.1;-1.7;0.0;0.0;0.0;;203.9;204.4;0.0;155.4;125.3
2026-06-17T10:00;;0;0;0.0;262.0;263.1;-1.1;0.0;0.0;0.0;;205.4;205.7;0.0;156.2;126.0
2026-06-17T10:15;;0;0;0.0;263.5;263.8;-0.3;0.0;0.0;0.0;;206.8;207.0;0.0;157.1;126.7
2026-06-17T10:30;;0;0;0.0;264.8;264.4;0.5;0.0;0.0;0.0;;208.2;208.1;0.0;157.9;127.4
2026-06-17T10:45;;0;0;0.0;266.0;265.0;1.0;0.0;0.0;0.0;;209.5;209.1;0.0;158.5;128.2
2026-06-17T11:00;;0;0;0.0;267.1;265.7;1.4;0.0;0.0;0.0;;210.7;210.1;0.0;158.9;129.1
2026-06-17T11:15;;0;0;0.0;268.0;266.5;1.5;0.0;0.0;0.0;;211.8;211.1;0.0;159.2;129.9
2026-06-17T11:30;;0;0;0.0;268.8;267.5;1.3;0.0;0.0;0.0;;212.7;212.2;0.0;159.6;130.5
2026-06-17T11:45;;0;0;0.0;269.4;268.6;0.8;0.0;0.0;0.0;;213.6;213.3;0.0;160.3;131.0
2026-06-17T12:00;;0;0;0.0;270.0;269.5;0.4;0.0;0.0;0.0;;214.4;214.1;0.0;161.1;131.5
2026-06-17T12:15;;0;0;0.0;270.4;270.1;0.3;0.0;0.0;0.0;;215.1;215.0;0.0;161.9;131.9
2026-06-17T12:30;;0;0;0.0;270.6;270.0;0.6;0.0;0.0;0.0;;215.6;215.8;0.0;162.5;132.2
2026-06-17T12:45;;0;0;0.0;270.8;269.6;1.2;0.0;0.0;0.0;;216.1;216.7;0.0;162.9;132.3
2026-06-17T13:00;E3;1;0;0.0;270.9;269.0;1.9;0.0;0.0;0.0;;216.5;217.4;0.0;163.4;132.3
2026-06-17T13:15;E3;1;0;0.0;270.9;268.7;2.2;0.0;0.0;0.0;;216.8;217.7;0.0;163.9;132.4
2026-06-17T13:30;E3;1;0;0.0;270.9;268.8;2.0;0.0;0.0;0.0;;217.0;217.5;0.0;164.5;132.6
2026-06-17T13:45;E3;1;0;0.0;270.8;269.3;1.5;0.0;0.0;0.0;;217.1;217.1;0.0;165.0;132.9
2026-06-17T14:00;E3;1;0;0.0;270.8;269.9;0.8;0.0;0.0;0.0;;217.2;216.7;0.0;165.4;133.2
2026-06-17T14:15;E3;1;0;0.0;270.7;270.4;0.3;0.0;0.0;0.0;;217.1;216.4;0.0;165.8;133.5
2026-06-17T14:30;E3;1;0;0.0;270.7;270.6;0.0;0.0;0.0;0.0;;217.0;216.1;0.0;165.9;133.8
2026-06-17T14:45;E3;1;0;0.0;270.6;270.6;0.0;0.0;0.0;0.0;;216.8;215.9;0.0;165.7;134.0
2026-06-17T15:00;E3;1;0;0.0;270.6;270.6;-0.0;0.0;0.0;0.0;;216.5;215.8;0.0;165.0;134.0
2026-06-17T15:15;E3;1;0;0.0;270.5;270.7;-0.2;0.0;0.0;0.0;;216.2;215.7;0.0;164.0;133.8
2026-06-17T15:30;E3;1;0;0.0;270.5;271.1;-0.6;0.0;0.0;0.0;;215.7;215.5;0.0;163.1;133.6
2026-06-17T15:45;E3;1;0;0.0;270.4;271.4;-1.0;0.0;0.0;0.0;;215.2;215.1;0.0;162.3;133.5
2026-06-17T16:00;E3;1;0;0.0;270.2;271.5;-1.2;0.0;0.0;0.0;;214.6;214.5;0.0;161.8;133.4
2026-06-17T16:15;E3;1;0;0.0;270.0;271.1;-1.1;0.0;0.0;0.0;;213.9;213.8;0.0;161.3;133.2
2026-06-17T16:30;E3;1;0;0.0;269.8;270.3;-0.6;0.0;0.0;0.0;;213.1;213.1;0.0;161.0;133.1
2026-06-17T16:45;E3;1;0;0.0;269.3;276.7;-7.4;0.0;0.0;-7.5;;212.3;212.3;0.0;160.9;132.8
2026-06-17T17:00;E3;1;0;0.0;268.8;275.4;-6.6;0.0;0.0;-7.5;;211.4;211.2;0.0;160.7;132.4
2026-06-17T17:15;E3;1;0;0.0;268.1;274.1;-5.9;0.0;0.0;-7.5;;210.4;210.0;0.0;160.2;132.1
2026-06-17T17:30;E3;0;1;60.0;267.3;218.3;49.0;19.9;12.1;15.0;0.817;209.4;229.0;20.1;159.5;131.8
2026-06-17T17:45;E3;0;1;60.0;266.4;204.6;61.7;33.1;12.0;14.4;1.029;208.3;241.5;33.4;158.7;131.6
2026-06-17T18:00;E3;0;1;60.0;265.2;204.5;60.8;33.1;12.0;13.7;1.013;207.2;240.5;33.3;158.1;131.3
2026-06-17T18:15;E3;0;1;60.0;264.0;204.5;59.5;33.0;12.0;13.1;0.992;206.0;239.4;33.2;157.7;131.0
2026-06-17T18:30;E3;0;1;60.0;262.6;204.2;58.4;33.0;12.0;12.4;0.973;204.7;238.0;33.1;157.4;130.7
2026-06-17T18:45;E3;0;1;60.0;261.1;203.3;57.8;32.9;12.0;11.8;0.963;203.5;236.5;33.0;157.1;130.2
2026-06-17T19:00;E3;0;1;60.0;259.4;201.9;57.5;32.9;11.9;11.1;0.959;202.1;234.9;32.9;156.7;129.7
2026-06-17T19:15;E3;0;1;60.0;257.7;200.5;57.2;32.8;11.9;10.5;0.953;200.7;233.2;32.8;156.1;129.4
2026-06-17T19:30;;0;0;0.0;255.9;281.4;-25.5;0.0;-16.6;-10.5;;199.3;198.8;0.0;155.2;129.1
2026-06-17T19:45;;0;0;0.0;254.1;279.1;-25.1;0.0;-15.2;-10.5;;197.9;197.5;0.0;154.0;128.7
2026-06-17T20:00;;0;0;0.0;252.2;277.1;-25.0;0.0;-13.8;-10.5;;196.5;196.4;0.0;152.5;128.1
2026-06-17T20:15;;0;0;0.0;250.2;274.7;-24.5;0.0;-12.5;-10.5;;195.0;195.5;0.0;150.9;127.1
2026-06-17T20:30;;0;0;0.0;248.3;261.0;-12.7;0.0;-11.1;0.0;;193.5;194.4;0.0;149.3;125.9
2026-06-17T20:45;;0;0;0.0;246.4;257.3;-11.0;0.0;-9.7;0.0;;192.1;193.0;0.0;148.1;124.8
2026-06-17T21:00;;0;0;0.0;244.5;253.8;-9.3;0.0;-8.3;0.0;;190.6;191.1;0.0;147.5;123.8
2026-06-17T21:15;;0;0;0.0;242.6;250.7;-8.2;0.0;-7.0;0.0;;189.2;189.1;0.0;147.3;123.0
2026-06-17T21:30;;0;0;0.0;240.7;242.4;-1.7;0.0;0.0;0.0;;187.8;187.3;0.0;147.2;122.2
2026-06-17T21:45;;0;0;0.0;238.9;241.0;-2.1;0.0;0.0;0.0;;186.4;185.9;0.0;146.9;121.3
2026-06-17T22:00;;0;0;0.0;237.1;239.0;-1.9;0.0;0.0;0.0;;185.0;184.9;0.0;146.4;120.3
2026-06-17T22:15;;0;0;0.0;235.4;236.4;-1.1;0.0;0.0;0.0;;183.7;184.3;0.0;145.5;119.0
2026-06-17T22:30;;0;0;0.0;233.7;233.8;-0.0;0.0;0.0;0.0;;182.4;183.6;0.0;144.4;117.7
2026-06-17T22:45;;0;0;0.0;232.2;231.6;0.6;0.0;0.0;0.0;;181.2;182.7;0.0;143.3;116.7
2026-06-17T23:00;;0;0;0.0;230.7;230.3;0.4;0.0;0.0;0.0;;179.9;181.3;0.0;142.2;115.9
2026-06-17T23:15;;0;0;0.0;229.3;229.9;-0.6;0.0;0.0;0.0;;178.8;179.6;0.0;141.3;115.4
2026-06-17T23:30;;0;0;0.0;228.1;229.9;-1.8;0.0;0.0;0.0;;177.7;177.9;0.0;140.5;114.9
2026-06-17T23:45;;0;0;0.0;226.9;229.6;-2.7;0.0;0.0;0.0;;176.6;176.3;0.0;140.0;114.4
